month,SANTA CRUZ AMA,SAN BERNARDINO VALLEY,SAN RAFAEL,TIGER WASH,VIRGIN RIVER,SHIVWITS PLATEAU,KANAB PLATEAU,LITTLE COLORADO RIVER PLATEAU,PARIA,GRAND WASH,COCONINO PLATEAU,HUALAPAI VALLEY INA,MEADVIEW,DETRITAL VALLEY,LAKE MOHAVE,PEACH SPRINGS,VERDE RIVER,BIG SANDY,SACRAMENTO VALLEY,JOSEPH CITY INA,BILL WILLIAMS,PRESCOTT AMA,LAKE HAVASU,AGUA FRIA,UPPER HASSAYAMPA,TONTO CREEK,SALT RIVER,PARKER,BUTLER VALLEY,MCMULLEN VALLEY,PHOENIX AMA,RANEGRAS PLAIN,MORENCI,HARQUAHALA INA,SAFFORD,LOWER GILA,BONITA CREEK,LOWER SAN PEDRO,PINAL AMA,DRIPPING SPRING WASH,GILA BEND,DONNELLY WASH,DUNCAN VALLEY,ARAVAIPA CANYON,YUMA,TUCSON AMA,WILLCOX AMA,SAN SIMON WASH,UPPER SAN PEDRO,WESTERN MEXICAN DRAINAGE,CIENEGA CREEK,DOUGLAS AMA
1,0.19043847277765086,0.059026407759803425,0.18760287922204277,0.43327746328412875,0.8188650368762549,0.8352603154847715,0.7346161420483246,0.34124282454487037,0.26702540016947224,1.0768519517620876,0.48458979216232795,0.6776350049431115,0.7469936092482437,0.617403671681202,0.5837813230678484,0.7297098472106689,0.6537045601601098,0.621835158100788,0.6151758469595255,0.31558936021230527,0.7571570588189857,0.5432912777879022,0.388233175551066,0.5077326373060871,0.7421059583169319,0.630798256967989,0.5673046882879882,0.2953583601426149,0.5365536249464883,0.5001806690741473,0.3974350804604276,0.3994979719890933,0.12946358394069532,0.41312295548076144,0.19985476199872823,0.11728812546031551,0.3840492024808431,0.3128448792721964,0.24652140195883754,0.49225234383825817,0.22189171264919744,0.45870638366591016,0.1178307818420404,0.4360133527093963,0.03466550828942095,0.2848833837117448,0.2370478251315366,0.10721052506544446,0.17757882035303824,0.003160057999407502,0.1823087000982453,0.13248738500564702
2,-0.0861728498318393,-0.3632990563491427,0.014609658576285102,-0.0030460113549458465,0.2529699518902452,0.1762997281169645,0.26211845146020635,0.02892503009821072,0.22847998577060813,0.21354810518799908,0.05798676408910518,0.11984616662151813,0.20120757248754595,0.13674593180526762,0.14242024305670178,0.0058940769689050645,0.00015206895569516102,-0.11804862592360993,0.0005696082904092979,0.05767658512772512,0.07412118537879504,0.03918968544436984,0.06518569355817126,0.02157554681783828,-0.04010047556821981,-0.15465335869115385,-0.3255196246811145,0.10869565428396999,0.1124963895145824,0.10268500527474081,0.14087788317318967,0.17914155705580173,-0.31919568438202905,0.12796472848136797,-0.11145314518085274,0.12403589726643384,-0.19606919021554972,-0.0844418208808543,-0.03015041736080598,0.09845131189315749,0.11051544273855819,0.016956736517444983,-0.12932203017596308,-0.09464123691874197,0.1494110652163152,-0.05090292957953411,-0.14093334973644123,-0.07630619188247306,-0.04181982804633709,0.03427153848368003,-0.09295071111327435,-0.08252653761866954
3,-0.32415903859117656,-0.3560189655395172,-0.4481518417023898,-0.2644248034122684,-0.47251740655327534,-0.5067104983285937,-0.5441918641539985,-0.39565250689690246,-0.20888075110451468,-0.6285199359425646,-0.3235183204888593,-0.32511530785771886,-0.289031861905945,-0.314482723290488,-0.30999816870302527,-0.4676604660648083,-0.8166371258738976,-0.5484928797741656,-0.41228013334756647,-0.21877508754606298,-0.6082662704139966,-0.4426764958770054,-0.19995793777249993,-0.8495840697234647,-0.805783230787964,-1.2810830859674973,-1.1564859004541668,-0.14829823383647409,-0.22503833257513098,-0.25585085675958597,-0.5103330744098993,-0.18818024118001433,-0.904052418656362,-0.3229468848366124,-0.5059071183792201,-0.2528320964401855,-0.9546683595663076,-0.5626246240827565,-0.3260270102319342,-0.7232975850210869,-0.30588882442582654,-0.6294181420523781,-0.4745689461179771,-0.7181999473828405,-0.09937483183173716,-0.3924535159805735,-0.3950874609651256,-0.3495989678469083,-0.2433029484962475,-0.2933503915714867,-0.3344252262557226,-0.22974072661587297
4,-0.1578774707556368,-0.27826288231798346,-0.2554884407217101,-0.1508415682870134,-0.24550476782527295,-0.3458653640357555,-0.4519175829699862,-0.2246468012021556,-0.23644907547110317,-0.3746194147528721,-0.24767379230468103,-0.21823304044403494,-0.22192769131984716,-0.15072979396717764,-0.15201850021313848,-0.2905326671725096,-0.39636232990440223,-0.25523789146055986,-0.183995480415819,-0.10159380147349513,-0.2244306345089552,-0.22395441768991492,-0.10009339967325845,-0.3078223051193967,-0.34807167744890216,-0.43755147094756336,-0.5410952399526702,-0.03734865428651735,-0.061448825551491226,-0.12116999916009849,-0.1885898749884103,-0.05435069551149193,-0.4665647164965153,-0.12023055055654398,-0.25408796220197466,-0.08040090726468278,-0.388735788982494,-0.23783707864457856,-0.1122685572057447,-0.2664931518948701,-0.10430291284525849,-0.25203363768771025,-0.17415038799812177,-0.2683715149546959,-0.030827835376656038,-0.13617377854713347,-0.21903254653982754,-0.058740188208549475,-0.1543307557364618,-0.08039643351938192,-0.19365611339182823,-0.17278513639828846
5,-0.019638943798021117,-0.0074929635040439915,-0.00687812044275886,-0.010569518873133116,-0.0740212332723483,-0.0762817003432508,-0.10821973991674129,-0.08696112755575802,-0.00027841798866723666,-0.07474014051123772,-0.060969475931003596,-0.04415165426164106,-0.003948371054356981,-0.03304422627195432,-0.0506692444779802,-0.04768626543043554,-0.22002239176119795,-0.06194553134718116,-0.05112155826628418,-0.017543908605374723,-0.0720224637928506,-0.0851099849346769,-0.024416940383170594,-0.1472514176340527,-0.0947861024013666,-0.25632898528672515,-0.2630805498660315,0.00496338990582278,0.001054531204781739,-0.00044684521820226276,-0.06157039035607164,0.0068915232252299615,-0.14996247965548387,-0.0326697557178568,-0.08933810019518947,-0.0023472692672497817,-0.12788506843464292,-0.0713190729621183,-0.03069236906226468,-0.07988148983271226,-0.017694520627849347,-0.10523153445553651,-0.10847546371524541,-0.08787979865766603,0.004466391173948836,-0.03871230303324908,-0.07275504132156468,0.003969145522047714,-0.0025513985634363903,0.0020688888725923665,-0.01001250158224432,-0.028897846233863936
6,0.1459446850053919,-0.10184494417881187,0.059931740059013104,0.07248203696786878,0.0523256363899761,0.09751937067551372,0.07950929541592718,0.07223763913439417,0.11830517809448503,0.08682096018707981,0.11509215943520486,0.10280117888647014,0.07375717247868503,0.061625017201380874,0.05347103170303247,0.15595035576115918,0.09712027086962657,0.14134907751532022,0.09772848198050259,0.0558053611529035,0.12854527441421326,0.10944934449437851,0.042243822308742886,0.03229503969515115,0.04872382805599043,-0.010499277898454965,-0.05379908164006834,0.05605243052953602,0.10477118332611231,0.08235284343596216,0.05448891741590294,0.060697843747674986,-0.1336307092003051,0.07378013165003926,-0.07738529768358612,0.043859554797621686,-0.08003879275128689,0.05596662041131249,0.1326426415906685,0.030800446378090436,0.10154952418017031,0.05776548059620675,-0.041727367581444165,-0.003576400794662852,0.04996274840565735,0.1563906706910278,-0.08200951151723389,0.17911714988118513,0.032005720209814424,0.05226550957523329,0.13139078349963548,-0.09733687580062339
7,0.43164703498101037,0.09437613198576342,0.5357512922656473,0.5003176260098384,0.09962027075159256,0.2957807249207026,0.4475278964553537,0.6337920420923813,0.26534726039933776,0.2144969013598976,0.5809086813220883,0.19853014528264532,0.13634251386486548,0.20512986832427524,0.11631245943211457,0.3887024680931368,0.5943277604923176,0.3044621588627178,0.1483686663216718,0.6684477005041782,0.33400882718684594,0.48500439783608923,0.13822436537817234,0.4997107613841259,0.5486550996025834,0.38744421078582464,0.7880843172083378,0.2701474662556689,0.28446890664790925,0.43491164320859227,0.7010026658412843,0.4048658653804337,0.6653118330997622,0.47246806750851994,0.6330359859080787,0.3875113392562756,0.71863509666641,0.75246224632978,0.7538390388496851,0.5692016418056423,0.6928125636965929,0.45451087907302656,0.6332219926499295,0.5740027791966241,0.1617430592668838,0.8256170923739982,0.7003141987475211,0.8024607053757503,0.5667575639506757,0.4413319504638276,0.4283777890073544,0.32372037348573984
8,0.6937012657116368,1.017019547784767,1.1093277822054697,0.33450214570690057,0.18708936558197378,0.30616224633604083,0.2369014869363872,0.2137897884078521,0.2951128860950779,0.34157498526809094,0.43996382341061596,0.33691103479928536,0.16707140494800365,0.43370249255587634,0.2670524129011072,0.41987262970965983,0.06534334495280619,0.5019893316441482,0.16518897931599322,0.026387373346843913,0.2701070277014127,0.29280755729289487,0.1550823927283602,-0.5062555670910074,0.15681900697992285,-0.4068640568871367,0.29496739794006693,0.3646299623726786,0.48918261213807857,0.3640765997156346,0.3340114772946797,0.467250447349266,0.3734769871885004,0.4403938691267426,0.44845176101107664,0.5574333087803754,0.4768926558704113,0.4252034274391598,0.7832813763739336,0.4360592551451048,0.6082244627043277,0.19452627594335486,0.27863487188259056,0.5842339180177756,0.40130408629256203,0.575365152502702,0.33284654201545877,0.7606800229170914,0.616266848891734,0.6560829958334378,0.7727193319221053,0.7145609124175213
9,0.8607586369828386,0.7221990187267767,1.2976876065438423,0.4809774969324652,1.1079636304316691,1.2120903950880948,1.370486562762669,1.1207491482512832,1.099702778348342,0.8516620100998571,1.5222594421086262,1.1462222152868584,0.8363995327163404,0.8467131817527889,0.5959196018443027,1.4653121457335008,1.466960778152111,1.2627147713310432,0.9635264400751802,0.7551635402922476,0.8402557984865143,1.3824635984657867,0.7633995324943822,1.1364651910473218,0.9575003012684732,1.5188284261048979,1.43238563941142,0.4605687118304156,0.4636618610891691,0.466223469828583,0.701990496562711,0.4670606012399848,1.0850675001510246,0.2892808833214923,0.9122664060374224,0.362812380166521,0.8307597329182159,0.9776899375502683,0.8817226216083707,1.2457656442716563,0.7257708668950306,1.0543247830763103,0.4821417925171742,1.0638704201301625,0.22081394734950735,0.8915072808723291,0.836057428896327,0.7636268631274181,0.8182266274990624,0.38929618212869593,0.943114790752745,0.6355448012739354
10,0.4187378721432964,-0.1726906941144764,0.3407589762349352,0.34748068138966115,0.31473066795354,0.43891641334282744,0.468145600771977,0.3146020388687426,0.4427876580303293,0.28095563081427455,0.43233016300593624,0.3833222151332427,0.46663589504848063,0.4168365445365561,0.3222418431216521,0.45379775744153517,0.5916070503163885,0.3759966157746892,0.29008344604184044,0.3341014483888821,0.5218417934153227,0.49759907788663976,0.29483634293528643,0.4784818338795317,0.4988711071604979,0.6193666821200767,0.3537370519937201,0.23156729604042917,0.3271462096333099,0.3440802559312964,0.45277512273113274,0.1788230858525428,-0.22666572759905135,0.29584260012843244,0.16464985944096402,0.1736216815071117,0.04014496297031292,0.34067665260656815,0.35828958687289675,0.3620122949643886,0.2752559156740995,0.2868588644222552,-0.25817205366856827,0.37676269708333365,0.1568681314685488,0.2698004316455296,0.07688580519614237,0.31287642458681686,0.3098352428327508,0.17019442110292549,0.4811088365186386,-0.03146772107920146
