month,SANTA CRUZ AMA,SAN BERNARDINO VALLEY,SAN RAFAEL,TIGER WASH,VIRGIN RIVER,SHIVWITS PLATEAU,KANAB PLATEAU,LITTLE COLORADO RIVER PLATEAU,PARIA,GRAND WASH,COCONINO PLATEAU,HUALAPAI VALLEY INA,MEADVIEW,DETRITAL VALLEY,LAKE MOHAVE,PEACH SPRINGS,VERDE RIVER,BIG SANDY,SACRAMENTO VALLEY,JOSEPH CITY INA,BILL WILLIAMS,PRESCOTT AMA,LAKE HAVASU,AGUA FRIA,UPPER HASSAYAMPA,TONTO CREEK,SALT RIVER,PARKER,BUTLER VALLEY,MCMULLEN VALLEY,PHOENIX AMA,RANEGRAS PLAIN,MORENCI,HARQUAHALA INA,SAFFORD,LOWER GILA,BONITA CREEK,LOWER SAN PEDRO,PINAL AMA,DRIPPING SPRING WASH,GILA BEND,DONNELLY WASH,DUNCAN VALLEY,ARAVAIPA CANYON,YUMA,TUCSON AMA,WILLCOX AMA,SAN SIMON WASH,UPPER SAN PEDRO,WESTERN MEXICAN DRAINAGE,CIENEGA CREEK,DOUGLAS AMA
1,-0.09302661495097463,-0.20184288096715275,-0.3573193923734703,0.1690615414135659,-0.20538382662501908,0.0023862737714548518,0.006677817614328572,-0.17336343111350408,0.09290651162329136,-0.01760194236641154,-0.005625073257865032,0.020392317096441428,0.165847339388531,0.12559433715128235,0.042042608666199535,-0.04566610615550662,-0.4468968592384226,-0.2097511206383922,-0.08469157960088676,-0.019236986945687436,-0.15530455550268918,-0.18908752889222283,0.05804152484112061,-0.24576222095931938,-0.13717884683358675,-0.8847407638703223,-0.9797234144515152,0.13924716428790793,-0.006470144549787059,0.023305742418437077,-0.050732172775785435,0.10058189941155572,-0.9735190797725374,0.20728925613733903,-0.36684099860803066,0.12750010507211826,-0.730496006341762,-0.381450587335105,-0.17285567196886253,-0.5488630058434146,0.049665960664389004,-0.4424209961126878,-0.2980619373802289,-0.44991888886234427,0.13499756626112144,-0.21327348804303675,-0.23287527392199164,-0.21048695394025083,-0.11806272790601316,-0.038461925302602576,-0.21870752552960712,0.001569373409074002
2,-0.5414900190848105,-0.8763963857063156,-0.6898097620808379,-0.6061191356064196,-0.35998060247474173,-0.4101939586642646,-0.32228876842864856,-0.11388185982286367,-0.27674893007995777,-0.4829876253772418,-0.252323010409763,-0.5525082999444815,-0.3484244649159934,-0.4857701447530185,-0.7549656835254318,-0.5037062721635265,-0.6469574315619988,-0.8645025563316662,-1.0406592268130732,0.07967546983587162,-0.819360791587253,-0.5904533491210714,-0.7215415661234919,-0.9786595362264344,-0.8476966482001661,-0.9400466266479468,-0.8332794710861557,-0.42148224594187206,-0.39218218979923813,-0.44851771819938074,-0.6315946331285129,-0.3607638183285242,-0.9288087175241589,-0.5548434888024134,-0.5832428008680864,-0.4400690206691726,-0.8062682347581934,-0.5975231387974156,-0.32360628814388487,-0.6786400793107512,-0.4527876412184755,-0.5303964285849294,-0.6080144951258082,-0.5646724399166534,-0.3092891204171359,-0.47966351829836373,-0.5978795101949508,-0.3789373562961925,-0.5089295818143166,-0.33546584435951343,-0.42797218004724547,-0.547305528416558
3,-0.560116564522249,-0.7842857014131448,-0.8234920505738509,-0.6662997599417407,-0.7596612963456685,-0.7881573884846972,-0.8546292420145946,-0.5401112003671364,-0.4852586226925864,-0.9509126363941204,-0.6427397029961539,-0.5524341929268505,-0.5412705562049518,-0.35833943216913205,-0.3856808971686668,-0.7711368275060884,-1.132149770811793,-0.9055586145266621,-0.6777993415580089,-0.2682788000201255,-0.9283483130234153,-0.8184173127950721,-0.40353575805155073,-1.0806412276197495,-0.9721543196183663,-1.264052316182503,-1.3885936447732092,-0.292714573646015,-0.4931554052058622,-0.5363224006305322,-0.5631507577622965,-0.2711610500895286,-1.4995483617459828,-0.45978306277611874,-0.838628755562865,-0.3594664962277387,-1.3463152994534482,-0.8284705879524553,-0.4637793538076906,-0.9219846945937568,-0.3625616473212836,-0.7888585348638727,-1.0436376356915735,-0.9411368537909746,-0.27552933682068254,-0.6159826733958287,-0.8352530436030978,-0.5009239650913185,-0.6149325011927597,-0.417268701096978,-0.6890889402471666,-0.5932088341623765
4,-0.2143432617790031,-0.25741525404082605,-0.2706156234033071,-0.20941865174483001,-0.3858085045485642,-0.3775688047072312,-0.40183567026551537,-0.29517826280347786,-0.1713622826857609,-0.43895764693708605,-0.26113596769629743,-0.3083289064044964,-0.24661171158177647,-0.19964035210311828,-0.17400203230934796,-0.30754850198281397,-0.5237525774194154,-0.39038079570287026,-0.3105795543300708,-0.16586482548642767,-0.36723899808047494,-0.3020330548228097,-0.16163457136060239,-0.4010358697961253,-0.39197533598734413,-0.6355463968706127,-0.6373127286313527,-0.13182013298350598,-0.17634888874644256,-0.19198836523289134,-0.2291688929640067,-0.169017086404219,-0.5728199523812181,-0.1756559213511839,-0.2886252827473069,-0.13966749635859518,-0.4631017195260852,-0.2890939779302696,-0.20889949600167865,-0.3154090568933789,-0.14182166660240636,-0.28801394883639386,-0.3187880889979656,-0.3258077298673822,-0.08243540098201321,-0.2785874694334096,-0.2920587302224947,-0.21594231616569834,-0.20985787212520188,-0.16051984093031274,-0.23243591718836157,-0.19744635647529424
5,0.014812442039356602,0.0017500815497977068,-0.0061474676664413155,-0.04348138662447763,-0.1069248040551524,-0.1527206320666626,-0.20991443711581212,-0.15277716890434123,-0.10326677015513219,-0.13928419384497395,-0.17130073246062297,-0.08135508060716903,-0.06061649189614216,-0.04340669302686292,-0.03670674413394284,-0.13665563379540116,-0.22437800901839527,-0.10921256671924837,-0.04850189035333062,-0.06348116475249425,-0.1102444309990898,-0.1798364329764206,-0.014752901894480244,-0.13171352935595518,-0.14133599279814338,-0.21135651485464305,-0.22153417344121273,-0.030279331175252517,-0.06838136772948465,-0.06667608019674716,-0.06011252341186974,-0.03790725366164784,-0.1022344670404552,-0.04041788637788529,-0.027154259291683056,-0.016024614061921932,-0.08748882995624975,-0.05568191980572563,-0.044219052863064594,-0.11219356697572873,-0.031898760635757306,-0.09678711265995224,-0.006312967561590011,-0.044639519263667576,-0.011962754141911922,-0.035770255924112496,0.02411095246056704,-0.021624647042658946,0.0337665162978958,-0.011211186256797711,0.05979887889380736,0.010224595600543677
6,0.0705018938820133,0.07206482570109504,0.1125445891394815,0.015146616782361552,-0.024955487537487928,-0.02140716405181002,0.0020709569269707923,0.0692763945979027,0.02227194793978464,-0.0176452051413233,0.06194480876817162,-0.040317998765837,0.005683497004925197,-0.024738844377076536,-0.028819166496418802,-0.01945759657397755,0.07778343886190126,-0.01910878710830409,-0.029156349459235155,0.03268067365934772,0.011437682792725877,0.07419385153071012,-0.0175521562627931,0.06265140366560537,0.026399388691674797,0.11344820743561214,0.036693791339442526,-0.004323824780037375,-0.006668679454807862,0.0003795569053614338,0.02807452655472677,0.011544353631863374,0.1014327559909521,0.025459529955328127,0.06646018598573507,0.009478369672531132,0.1532039480435096,0.06111899682137621,0.056107121419811626,0.0473056034761098,0.01473076677095115,0.09533290494605298,0.04040819501551686,0.06288013400524443,-0.005099754165921186,0.07830437015092917,0.08424446353425863,0.07339056277999884,0.09747882190699692,0.004447457041910023,0.08708536816534994,0.08718615327880858
7,0.3022181657825562,0.026205137145081537,0.24989490475221807,0.1078011089242365,0.10512210667173713,0.11107769355622756,0.16709815743410866,0.19878718816590135,0.10070437106249784,0.09898035043871786,0.196681805657672,0.032604879229843585,0.04562597556402521,0.08484514860876156,0.15908104880923127,0.10389465693797846,0.08065285543305227,0.1658914244630114,0.1647119653166737,0.09384606427279399,0.19459815152251508,0.08548638642777114,0.15648951461447436,0.04764713954377227,0.18682779795344964,-0.07935817730576722,0.19993617874138797,0.18249250395446195,0.15848361176478926,0.14971692022482627,0.10588159540701857,0.12223315329049234,0.23664204653302567,0.10338715622060009,0.051280781544722945,0.1864615666842278,0.13046011011376768,-0.1256513790864738,0.14153945556618672,-0.0444051505731448,0.1678826199988284,0.06525035554855084,0.16363212013326905,-0.20793689782884833,0.20372440694781446,9.3350128453082e-05,-0.018424910449283106,0.09722945890129678,0.16819980984960423,0.14705464859791223,0.0988638711744729,0.24887418654136578
8,-0.1265061779789755,0.021402024654285045,-0.12804947558375646,0.385510089780799,0.09437866745243902,0.28255703998141135,0.3703124566338064,0.5373446897700419,0.14910382254227367,0.19831843948346226,0.5597850269412922,0.24648224218901613,0.19754715607054782,0.21916901672187478,0.26630265646868867,0.45117422345033126,0.6224415349422309,0.5344014588843414,0.3276734359603203,0.504352355837767,0.4081585947527146,0.48663537873210894,0.38309609165538355,0.436860492304361,0.4295576652767878,0.13526262029262004,0.1535665773538704,0.31723771299060527,0.3120347610502831,0.3748004567706629,0.25355810026914305,0.32282647976710555,0.1467562190200616,0.3882524895739573,-0.05575971145343387,0.23902616396769147,-0.031719281794680004,-0.010306131710884707,0.27476669860829683,-0.05082809075365489,0.34116213611027946,0.1209670735985511,0.013048770556813687,-0.12742991893458047,0.0630337416545602,0.04674176115340388,0.04125970619212731,0.25067059003111025,0.05524470690294293,0.21927969054720936,-0.23390806290498395,-0.0036110031570905287
9,-0.2839236065052777,-0.5645514464740059,-0.05715030100632417,0.5051959010716716,0.6357264770280538,1.0686721824024246,1.0732477810224834,0.6622430033598804,0.7885097191571114,0.7920816487868355,1.023356769493618,0.8522644229548858,0.7035710926790314,0.48569662567229965,0.4608022232852787,0.9680809900743088,0.9083007526797646,0.7625043419403894,0.6176110208354239,0.24747100111465045,0.5922841314604654,1.2694508918898917,0.32515795051763446,0.7678709250261997,0.7380722686630091,0.5751476392217794,0.38808473681544425,0.3234079775309225,0.8185745100735969,0.6348944756317605,0.38435447946263074,0.6869005236180482,0.4876078403448996,0.6040372007358631,0.06195099074129324,0.4256671146604922,0.3234567683996505,0.3388000620982677,0.42475945739331566,0.30984609651252737,0.434165469276278,0.24554099243275673,0.02912723789403662,0.3248094921966373,0.44834861096713685,0.05673424462914308,0.07940443646259342,0.1799952021888252,-0.012328588456212673,0.30995348932480715,-0.1446113808309418,-0.26467273389693224
10,0.6012760091481887,1.2105160950270686,0.97135549156574,0.011995921702071902,-0.11308190517758593,0.057414810377807074,0.17250465029728482,0.34731255410234396,0.28125069897081906,-0.11169491954327855,0.2665233188470291,-0.03763946867575487,-0.009875480669897742,-0.11848087572494506,-0.08203304542888401,0.12415291105059116,0.26057740323296463,0.06529440274292216,-0.0212458784432432,0.30629793373454317,0.16108061750701644,0.24570101602186994,-0.008439249685389248,0.19486600350807004,0.11502771593300937,0.49794177143071955,0.6026589750690092,-0.021933164340086575,0.15992789275276836,0.06402187501949719,0.22893444627996345,0.05449975354695365,0.756475334638285,0.04489061335238649,0.8600690814708646,0.15208759828983215,0.8764799756788525,0.6161818781736685,0.36038240768019775,0.6665853479690085,0.236810114148051,0.4751735839600141,0.84903154724991,0.8268143702438823,0.013271568725884662,0.6327267346703473,0.9390186956454698,0.44050845561647217,0.8199159273634958,0.14002353502213913,0.7660728982854798,0.8573427504790223
