subbasin,month,mean_delta,std_delta,p10_delta,p90_delta,n_gcm
LOWER GILA,2,3.1784362422155654,0.8054951141195389,2.320066584874522,3.6259310618574334,14
BONITA CREEK,2,3.550690871887066,0.9818774743474326,2.6549491293828984,4.119021261875302,14
LOWER SAN PEDRO,2,3.360224735000016,0.9384342559575197,2.4496844945881815,3.9540389784033123,14
PINAL AMA,2,3.252016123407315,0.8862941652592765,2.3445887343487577,3.6886419177204237,14
DRIPPING SPRING WASH,2,3.3533855221847766,0.9419005760007441,2.4469593467773505,3.93744646949371,14
GILA BEND,2,3.172278208800322,0.8231344028865921,2.3171648365487636,3.5897461153046666,14
DONNELLY WASH,2,3.2859189683568952,0.9217327768470929,2.374278198779763,3.8425285255589503,14
DUNCAN VALLEY,2,3.4631065205600433,0.9379979699233133,2.5332863337999543,4.045938835900203,14
ARAVAIPA CANYON,2,3.3980358938311306,0.9638616968359418,2.502457433527935,3.992426703993664,14
YUMA,2,3.1750733164372087,0.7647042350637672,2.4061264440379224,3.693017869055586,14
TUCSON AMA,2,3.3293576887214975,0.9398555440088686,2.3693026746144255,3.896584730477247,14
WILLCOX AMA,2,3.4500996316204016,0.9519499999355477,2.5346900311629854,4.079713250939254,14
SAN SIMON WASH,2,3.2412639321632817,0.8769984522888393,2.2862125771659487,3.6940076876573733,14
UPPER SAN PEDRO,2,3.4180084799774284,0.9329857231710393,2.4930004366967218,4.030808227470722,14
WESTERN MEXICAN DRAINAGE,2,3.175859830101836,0.8022934779377384,2.3023314888159274,3.6057731731954417,14
CIENEGA CREEK,2,3.43378485078552,0.9584721589086795,2.4792054806177415,4.058958775216708,14
DOUGLAS AMA,2,3.432737209762801,0.9275979363164762,2.4986022730715853,4.037263581387133,14
SANTA CRUZ AMA,3,3.675701368092075,0.9516680615128652,2.5012992656510225,4.797278343200929,14
SAN BERNARDINO VALLEY,3,3.818237803467828,1.0026087151481895,2.55271172659408,4.986764594182168,14
SAN RAFAEL,3,3.7644308756263336,0.9876873879471326,2.479265784658824,4.912040184356958,14
TIGER WASH,3,3.519050095402341,0.8738974358843451,2.5839210165410393,4.590585071891141,14
VIRGIN RIVER,3,3.586690242311646,0.7925957321341314,2.6852149215128533,4.477019673578487,14
SHIVWITS PLATEAU,3,3.6645895872628445,0.8217265915016835,2.7504698632859106,4.58550909861413,14
KANAB PLATEAU,3,3.7104788431921527,0.7900133537879258,2.8054873542558694,4.601318502744853,14
LITTLE COLORADO RIVER PLATEAU,3,3.798553459263432,0.7801017459362111,2.8443297074452776,4.755289427092201,14
PARIA,3,3.7159524541137756,0.7485931964442833,2.807388422774299,4.524840104568071,14
GRAND WASH,3,3.5943047303240663,0.8264164880980819,2.6914056291930355,4.52746255594464,14
COCONINO PLATEAU,3,3.7485635754117297,0.8245484307849748,2.822639241884294,4.66365243477248,14
HUALAPAI VALLEY INA,3,3.525925180608058,0.8114609260934392,2.642362576999277,4.471528762434193,14
MEADVIEW,3,3.546471365192681,0.8145877963426251,2.663922719656375,4.478512669659351,14
DETRITAL VALLEY,3,3.490762694103613,0.774200872876608,2.6033625225604564,4.405307162789661,14
LAKE MOHAVE,3,3.4336990415554025,0.7702430075684621,2.570088998314055,4.349298359771747,14
PEACH SPRINGS,3,3.6442420585214705,0.8389135416808166,2.72788720758547,4.5893508832294625,14
VERDE RIVER,3,3.7174192335754657,0.8792666250713294,2.7250126808140736,4.729390579638128,14
BIG SANDY,3,3.643907798683356,0.8944452116437813,2.6777324198450763,4.67558714872164,14
SACRAMENTO VALLEY,3,3.4895495837018253,0.8542316056627061,2.578188651237524,4.523007108710296,14
JOSEPH CITY INA,3,3.6720244918370244,0.7701505847802087,2.7410409416196715,4.616583066621776,14
BILL WILLIAMS,3,3.5625692001458416,0.8987739053947345,2.6002691658666923,4.638244207255446,14
PRESCOTT AMA,3,3.674517753607548,0.8645576933238887,2.6989215104498063,4.670042539253396,14
LAKE HAVASU,3,3.396485806011603,0.7716255819336096,2.571984605242574,4.354677700147889,14
AGUA FRIA,3,3.6408233969670056,0.9336490439686242,2.6104596292697253,4.74314317031204,14
UPPER HASSAYAMPA,3,3.6137157130978075,0.9390706021829285,2.574943327809061,4.7288544191082735,14
TONTO CREEK,3,3.6580296573985787,0.874256235288938,2.5751186154289853,4.723256809688148,14
SALT RIVER,3,3.7710719416990934,0.8962759864516572,2.613738484674703,4.8830738290464515,14
PARKER,3,3.3457465538263316,0.7342112306918106,2.589079164127558,4.3325823007519775,14
BUTLER VALLEY,3,3.4558515086966897,0.8369479908852264,2.5541558537930515,4.494241378192431,14
MCMULLEN VALLEY,3,3.465898311364927,0.8524780473892708,2.5538779638510327,4.52118185294298,14
PHOENIX AMA,3,3.4800243887736824,0.8477576138060887,2.551720279070732,4.590892232855298,14
RANEGRAS PLAIN,3,3.4145461292080603,0.7899380267161541,2.579044719113891,4.433472609884202,14
MORENCI,3,3.8794264018566023,0.9438383751547599,2.6605449942023975,5.041411267026374,14
HARQUAHALA INA,3,3.389737645318141,0.79690890897489,2.55989443944648,4.436254619865433,14
SAFFORD,3,3.7702380182092954,0.9674439003775852,2.550237703834611,4.888854049702724,14
LOWER GILA,3,3.328041614854762,0.7485038740258863,2.554219200498293,4.374991162126109,14
BONITA CREEK,3,3.8826146061455264,0.9991672932782841,2.618545292691579,5.066465489557834,14
LOWER SAN PEDRO,3,3.6852336219918507,0.9448669212185105,2.5075489160711415,4.802633590525599,14
PINAL AMA,3,3.510955603241521,0.8533872597414949,2.5531895359606853,4.5869880058942245,14
DRIPPING SPRING WASH,3,3.672386823048382,0.9466043075104346,2.4920943413343286,4.805372544567413,14
GILA BEND,3,3.366243658234476,0.7642231193957685,2.5364411645666,4.389091789227003,14
DONNELLY WASH,3,3.595798134787382,0.927301909154708,2.4821065947281373,4.7204548738283565,14
DUNCAN VALLEY,3,3.7943581202005707,0.9801917614894254,2.5535720496887886,4.924553426272185,14
ARAVAIPA CANYON,3,3.7415974178598503,0.9727727150655118,2.5117967565650603,4.884878321111154,14
YUMA,3,3.266071328738968,0.7040909278794855,2.5373384159970054,4.321110271900294,14
TUCSON AMA,3,3.6348415812010413,0.9257984617341385,2.517568717686568,4.748730700732884,14
WILLCOX AMA,3,3.774621165004638,0.978233486248132,2.512214582287801,4.9193560063067165,14
SAN SIMON WASH,3,3.448807966277521,0.8311686257438063,2.5207956118291963,4.478247069306834,14
UPPER SAN PEDRO,3,3.7244254474984118,0.9571111358300897,2.491153666143474,4.833898270999249,14
WESTERN MEXICAN DRAINAGE,3,3.3034028091359393,0.7445337886218356,2.526082881159702,4.3190832485601485,14
CIENEGA CREEK,3,3.739173510629921,0.9779042646003767,2.4946399569948148,4.8793267979718475,14
DOUGLAS AMA,3,3.736703585783204,0.958649435226885,2.495681615323585,4.83452097640358,14
SANTA CRUZ AMA,4,3.6943425135558265,0.8115825683185757,2.854779189658667,4.912043961119161,14
SAN BERNARDINO VALLEY,4,3.8423014036702225,0.8216801434243405,2.909330817162947,5.081338210199551,14
SAN RAFAEL,4,3.7681818140564265,0.826175246588979,2.872840622262444,5.036995484899188,14
TIGER WASH,4,3.6255263710637804,0.7735330248302987,2.813820375679516,4.826732421443071,14
VIRGIN RIVER,4,3.786304166011424,0.8354341062739248,2.950683766638507,4.980131962121367,14
SHIVWITS PLATEAU,4,3.8566442472443923,0.8491477582314163,2.9823457967699345,5.075035998299766,14
KANAB PLATEAU,4,3.932868174899091,0.8514367181468321,3.12193671302998,5.153665107409154,14
LITTLE COLORADO RIVER PLATEAU,4,3.9416847987560337,0.8533145235597271,3.1504925588179358,5.19094977117988,14
PARIA,4,3.9022589414658237,0.8209619435139942,3.217022543678751,5.115780446754933,14
GRAND WASH,4,3.8047109343446706,0.852371132628108,2.9075291315248566,5.0192520606931685,14
COCONINO PLATEAU,4,3.925971712324878,0.8567657388829687,3.056143602543836,5.174638552141432,14
HUALAPAI VALLEY INA,4,3.7291986580633414,0.8348812860485103,2.848610046082125,4.954682751902792,14
MEADVIEW,4,3.79220718563398,0.8620493473472349,2.887500477025137,5.038762758810701,14
DETRITAL VALLEY,4,3.664171329870282,0.810080981433594,2.843035927825169,4.856105734556912,14
LAKE MOHAVE,4,3.5585897024591646,0.769964606393013,2.789210466225797,4.744048329355407,14
PEACH SPRINGS,4,3.838399730587809,0.8590043713181373,2.9101964322600584,5.079212761958377,14
VERDE RIVER,4,3.897739579026813,0.8547004707852542,3.029377977218541,5.128789364566813,14
BIG SANDY,4,3.8203353301250664,0.8506207193920442,2.8888396450220006,5.068509699006583,14
SACRAMENTO VALLEY,4,3.654097331188857,0.8093738832594023,2.7898602813300006,4.885179398590178,14
JOSEPH CITY INA,4,3.84890263031159,0.8136721012315803,3.102566082836487,5.073252435678151,14
BILL WILLIAMS,4,3.708944068303636,0.8124311316575653,2.8332651819262953,4.930797385846476,14
PRESCOTT AMA,4,3.865823723794218,0.8534825937783207,3.005061390521227,5.0934675945704875,14
LAKE HAVASU,4,3.486424631122301,0.7491423099394615,2.7567134189979794,4.684658156470802,14
AGUA FRIA,4,3.782090774721507,0.8295108133936077,2.9019849285665815,4.990578547136993,14
UPPER HASSAYAMPA,4,3.7713393873574304,0.8387226478463723,2.861664288258698,5.002848725731452,14
TONTO CREEK,4,3.85875023218378,0.8506730319849231,3.0217838821028424,5.084642622676476,14
SALT RIVER,4,3.9914461555754346,0.8721905966546628,3.198850274980346,5.238185573252312,14
PARKER,4,3.446779680227639,0.7417238313648092,2.7085688367750946,4.66892487601394,14
BUTLER VALLEY,4,3.6000926522496526,0.7958444672346446,2.7698885673974063,4.8500397364878225,14
MCMULLEN VALLEY,4,3.560551363502929,0.7698460491852058,2.7549715677900384,4.773851982290514,14
PHOENIX AMA,4,3.5256841973880992,0.7606097974267432,2.7636269067486547,4.734925785920078,14
RANEGRAS PLAIN,4,3.519352775511718,0.7617764503144878,2.776332926341153,4.756079247679638,14
MORENCI,4,4.094034862324608,0.8898562445240111,3.2654148125655036,5.348471549306838,14
HARQUAHALA INA,4,3.3890857815425703,0.7263814100389234,2.688074253896942,4.597539029156544,14
SAFFORD,4,3.905028050828136,0.8504324104989244,3.0853828188076693,5.156131124775969,14
LOWER GILA,4,3.342197990417457,0.7120483754502654,2.651568664631668,4.5352396108878725,14
BONITA CREEK,4,4.04354435306877,0.8911119669590832,3.1796788022564657,5.337587229645817,14
LOWER SAN PEDRO,4,3.7702844230880763,0.8322126616628605,2.9984015837472877,5.014471836509221,14
PINAL AMA,4,3.5706143299776705,0.775294040005171,2.8082816801330828,4.770554774736207,14
DRIPPING SPRING WASH,4,3.740475901506674,0.8280027017889939,2.9527250869536026,5.001036975444197,14
GILA BEND,4,3.3869555703418395,0.7321899928033203,2.7102849529021626,4.6151029791802305,14
DONNELLY WASH,4,3.6500728812058996,0.8048526919519143,2.8560562453389857,4.8766149692169,14
DUNCAN VALLEY,4,3.962699004142419,0.8646093723689029,3.100407374287876,5.2297124994210185,14
ARAVAIPA CANYON,4,3.8500809248483594,0.8668580303679465,3.0312562243009222,5.128438909792738,14
YUMA,4,3.2781800965073744,0.7064487874248042,2.568625070641499,4.499564558595424,14
TUCSON AMA,4,3.6851608732035195,0.812140149423642,2.9048581187901243,4.912223873181292,14
WILLCOX AMA,4,3.8624086467522245,0.8453470541833783,3.000867049140995,5.1221142264037525,14
SAN SIMON WASH,4,3.3923870036440844,0.7460910135823133,2.653532124110114,4.573416435422109,14
UPPER SAN PEDRO,4,3.776760806988968,0.8211577229361583,2.9457658892953127,5.026829177020598,14
WESTERN MEXICAN DRAINAGE,4,3.2377752535672006,0.6925989594888701,2.5586150061843087,4.391899617927621,14
CIENEGA CREEK,4,3.782993317423917,0.8373570846644534,2.9318373986410604,5.039092661541635,14
DOUGLAS AMA,4,3.770900795271706,0.8050238850911343,2.9312344255069536,5.015726877494109,14
SANTA CRUZ AMA,5,3.8276338447242315,0.6226836247772387,3.1061513623150323,4.718297531404774,14
SAN BERNARDINO VALLEY,5,3.924743274468475,0.6398768739546805,3.211215261728091,4.814099001913247,14
SAN RAFAEL,5,3.8053398632698987,0.6318486554593093,3.0803676829621764,4.712503874755313,14
TIGER WASH,5,3.776899580340601,0.6616090310572877,2.891856614018404,4.671024876651021,14
VIRGIN RIVER,5,4.115805790649478,0.8075989139678202,3.197842311065179,5.010504456575914,14
SHIVWITS PLATEAU,5,4.19753662287612,0.8076878253038468,3.272952194004347,5.140413430217785,14
KANAB PLATEAU,5,4.364991006324916,0.8293706013748139,3.4327223676440135,5.35920151880392,14
LITTLE COLORADO RIVER PLATEAU,5,4.310606688235537,0.7914090057043124,3.424826588389527,5.259237004923088,14
PARIA,5,4.399423413944305,0.8501287809365596,3.4662848162442597,5.3404334127411195,14
GRAND WASH,5,4.115264153585148,0.8026930127800865,3.1946344822018538,5.041258778427662,14
COCONINO PLATEAU,5,4.298339454053031,0.8015299970861801,3.402783799881137,5.276351247290288,14
HUALAPAI VALLEY INA,5,3.9669061074298497,0.7514822320678719,3.050491169167588,4.828420271686574,14
MEADVIEW,5,4.170514331071657,0.8199107360366314,3.2345371838416,5.125499286959865,14
DETRITAL VALLEY,5,3.961487539110388,0.7640637263320426,3.0500535995839817,4.804631754935598,14
LAKE MOHAVE,5,3.8148147105104724,0.7058379570430408,2.923581243460073,4.593920798835823,14
PEACH SPRINGS,5,4.110868608751786,0.7784236327364332,3.1950361041723054,5.076548836107346,14
VERDE RIVER,5,4.1298381761689695,0.7425747775209725,3.279207950625739,5.130609296505182,14
BIG SANDY,5,4.006447245138392,0.742957917799231,3.1001451489601943,4.948105659895685,14
SACRAMENTO VALLEY,5,3.8474316640975297,0.717855140938362,2.922352712888042,4.705314648426386,14
JOSEPH CITY INA,5,4.1581570998264645,0.7435884080599392,3.2637030004794476,4.99400021167166,14
BILL WILLIAMS,5,3.9103895724532416,0.7114061076257682,3.011957584888979,4.819985390433215,14
PRESCOTT AMA,5,4.087799758849269,0.7351691727956357,3.212906535693829,5.066045545567134,14
LAKE HAVASU,5,3.766371862493948,0.688044561673689,2.824901957013262,4.561053117877944,14
AGUA FRIA,5,3.9497422145105108,0.6893254538532138,3.1073732971641586,4.912688264673101,14
UPPER HASSAYAMPA,5,3.9449496577737135,0.6992753720323017,3.080750749452269,4.919952337897646,14
TONTO CREEK,5,4.078204394718483,0.7226700791070039,3.2614938914946423,5.092229761510026,14
SALT RIVER,5,4.231546488064046,0.7531445146519068,3.387411318171958,5.2949846007260115,14
PARKER,5,3.69335545587234,0.6650863547807762,2.82551241722304,4.468463294036469,14
BUTLER VALLEY,5,3.8497453061453846,0.7055029860549278,2.9173942918756826,4.731929708184865,14
MCMULLEN VALLEY,5,3.7403126834587543,0.6604080051447264,2.85058485026975,4.582555183132569,14
PHOENIX AMA,5,3.7855156669396828,0.6552308227473121,2.9029450672357897,4.592036582398919,14
RANEGRAS PLAIN,5,3.7341765238865103,0.6609602641280482,2.832290843850652,4.585435356096947,14
MORENCI,5,4.350617776773367,0.7734939217129411,3.5286812816928235,5.472186633618387,14
HARQUAHALA INA,5,3.6086050269167194,0.620763308133766,2.7987002170812527,4.36590454988196,14
SAFFORD,5,4.096736729676063,0.710692359527973,3.276267384503777,5.047255831965067,14
LOWER GILA,5,3.5579423635804113,0.5986344127749339,2.819823260500451,4.333472289768831,14
BONITA CREEK,5,4.27157065296842,0.7547637508346695,3.4267752864323846,5.331966144878462,14
LOWER SAN PEDRO,5,3.9212831188735713,0.6774586114873729,3.0724157484278165,4.80164118108111,14
PINAL AMA,5,3.812077511711628,0.6494214551142375,2.961804519886504,4.66089964625539,14
DRIPPING SPRING WASH,5,3.8507270273429017,0.6883556434597823,2.9520999382349915,4.719064053784267,14
GILA BEND,5,3.722057311938948,0.6461599960363771,2.870764332632417,4.489253006625976,14
DONNELLY WASH,5,3.806036984305646,0.672054319323653,2.914046922574358,4.636716826940791,14
DUNCAN VALLEY,5,4.181172054151,0.7270158939528525,3.385885517994666,5.1583783116923865,14
ARAVAIPA CANYON,5,3.99086354167595,0.7062141992732985,3.1263085825880186,4.945549399691446,14
YUMA,5,3.4278788532082927,0.5870882930731516,2.7581327682093626,4.15236668005681,14
TUCSON AMA,5,3.866025071946957,0.6586072199119078,3.0615703885728043,4.763039894666751,14
WILLCOX AMA,5,3.9847915268775265,0.6789567374717193,3.215465086699422,4.905417783440901,14
SAN SIMON WASH,5,3.5895901626905373,0.6054270361420808,2.827164816610942,4.405499108387558,14
UPPER SAN PEDRO,5,3.9026356184835724,0.6535098402761178,3.1494859239317754,4.780992418958375,14
WESTERN MEXICAN DRAINAGE,5,3.4046375452119024,0.5562461055863943,2.776328438781657,4.168615097612181,14
CIENEGA CREEK,5,3.908230100586891,0.6531266626254303,3.152638932957186,4.815707402634986,14
DOUGLAS AMA,5,3.8682695614519056,0.6346354448099764,3.1411623065942607,4.7131327312379065,14
SANTA CRUZ AMA,6,4.13467878090779,0.9086717540509314,3.070371290639012,5.269034277931375,14
SAN BERNARDINO VALLEY,6,4.167954268293831,0.931194231854014,3.1583154804731928,5.391019165208352,14
SAN RAFAEL,6,4.0605744087523545,0.8956965470369691,2.9981895879143545,5.206291877890435,14
TIGER WASH,6,4.232792509745742,0.8842805306783714,3.205294366256082,5.370355453787464,14
VIRGIN RIVER,6,4.453956014204298,0.8415707008710763,3.531727335011012,5.503539965126203,14
SHIVWITS PLATEAU,6,4.457344411933348,0.8589607164647636,3.546794693705558,5.543720999399884,14
KANAB PLATEAU,6,4.524434476424736,0.8645661672609026,3.6362433808854506,5.6205989549487185,14
LITTLE COLORADO RIVER PLATEAU,6,4.525136167670728,0.8850180293972878,3.6650636064527795,5.687967346230972,14
PARIA,6,4.672481381633724,0.9100433333374941,3.8002890224833816,5.815814852485748,14
GRAND WASH,6,4.42980556830666,0.8441195964276432,3.5059489579160124,5.491415546837259,14
COCONINO PLATEAU,6,4.516260340381327,0.8749915897527378,3.6325261406209104,5.618235996917889,14
HUALAPAI VALLEY INA,6,4.329152992650555,0.8269047052510852,3.3752427801925937,5.393324124747082,14
MEADVIEW,6,4.450860601230334,0.8547916078484827,3.5112700842702353,5.549604593774813,14
DETRITAL VALLEY,6,4.371136486161143,0.8230097222551891,3.401610446597871,5.428357656816697,14
LAKE MOHAVE,6,4.315236858438291,0.809414885335679,3.3377645419650777,5.375419877872789,14
PEACH SPRINGS,6,4.358004485823391,0.8387623878029487,3.4221216540591173,5.425961883765274,14
VERDE RIVER,6,4.37117011204517,0.8781317175633144,3.399409243713934,5.491371730131074,14
BIG SANDY,6,4.2878546462978075,0.8478165381813482,3.276607592290095,5.387186652218366,14
SACRAMENTO VALLEY,6,4.262939844582374,0.836256012675554,3.2369754482830677,5.346312066519639,14
JOSEPH CITY INA,6,4.4662616101344845,0.8851985459208772,3.5959368342065647,5.623803927084789,14
BILL WILLIAMS,6,4.284217191114083,0.8664247792985909,3.214189204336515,5.39176478478332,14
