subbasin,month,mean_delta,std_delta,p10_delta,p90_delta,n_gcm
PRESCOTT AMA,1,0.1697653363185117,0.5252651908255238,-0.4472725495524505,0.6528380893492028,14
LAKE HAVASU,1,0.16141139769754137,0.3774142949707925,-0.22326595344641675,0.46838800810733355,14
AGUA FRIA,1,0.1857981089816482,0.8979778279127133,-0.7601294129280407,0.8273489262167459,14
UPPER HASSAYAMPA,1,0.313429214518172,0.919548029227858,-0.6303090970218856,1.004888190591867,14
TONTO CREEK,1,0.20546374422790273,1.1105100038455675,-0.9467557405238493,1.1074875744211992,14
SALT RIVER,1,0.10058988262779069,1.0038943394679718,-0.9277664746058595,0.8872204103398916,14
PARKER,1,0.15927884684708346,0.31110198564823516,-0.2235036345308294,0.4265665897433014,14
BUTLER VALLEY,1,0.21415752555399692,0.37307734355099614,-0.11920043482069684,0.5103435378235676,14
MCMULLEN VALLEY,1,0.22625155441744385,0.43778035289830003,-0.23482421331240794,0.5339404829482527,14
PHOENIX AMA,1,0.22460461371392734,0.5486361765474506,-0.31646572557982067,0.7164567476595943,14
